code,authors,year,title,main_topic,geo,deduced or present,tags,measures_all,age_group,langs,procedure,long_cross,n,notes,n_bboys,n_bgirls,n_mboys,n_mgirls,n_boys,n_girls,n_mono,n_bi,attrition(n),% dropped,instrument (for eye tracker studies or brain imagining),methodology or paradigm,online/offline coding,DV,lab_home,age_low,age_max,age_mean,age_SD,bi_def_present,do they describe the %,mono range (L1),bi range (L2),mono_definition,mono_def_present,mono_concept,bi_definition,mono_cutoff,bi_cutoff,modified version,bi_measure,family_bi_measure,concept,bi_measure_more,cum/curr,adm_lang_quest,#study,"if comparing, diff?",results_mono,results_bi,results_other,Data collection,osf?,contact info,citation
102,"Schonberg, Christina

Sandhofer, Catherine M

Tsang, Tawny

Johnson, Scott P",2014,Does bilingual experience affect early visual perceptual development? [References].,visual perception,idk,not present,"bilingualism, language, cognition, perception, infancy, development","*Bilingualism

*Cognitive Ability

*Infant Development

*Perceptual Development

*Visual Attention

Language Development",3mo,idk,,one time,21,999,5,3,9,4,14,7,13,8,15,41.67%,﻿A Tobii 1750 eye tracker was used to record eye movements at 60 Hz with an approximate spatial accuracy of 0.5–1◦,eye tracking,online,dwell time and fixation number,lab,idk,idk,3.1,0.25,yes,yes,95-100,idk,"For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with ≤ 10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",y,exposure,"﻿For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with >10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",90,10,no,Language background questionnaire,yes,exposure,"﻿The questionnaire asked parents to specify, for each person with whom the infant regularly interacted, the following information: the languages used with the infant, fluency levels in those languages, and the amount of time spent with the infant per week.",idk,4,1A,no,"﻿bilingual 3-month-olds do not differ from their monolingual counterparts in matching ID or AD voices to ID or AD faces, respectively (using the dwelling time). ﻿Across the different speech conditions (Silent, ID, AD), monolingual and bilingual 3-month-olds did not appear to differ in how they look to ID and AD faces (looking time).",no differences,999,idk,no,"Schonberg, Christina: ccs185@g.ucla.edu","Schonberg, C., Sandhofer, C. M., Tsang, T., & Johnson, S. P. (2014). Does bilingual experience affect early visual perceptual development? Frontiers in Psychology, 5, 1–11. https://doi.org/10.3389/fpsyg.2014.01429"
102,"Schonberg, Christina

Sandhofer, Catherine M

Tsang, Tawny

Johnson, Scott P",2014,Does bilingual experience affect early visual perceptual development? [References].,visual perception,idk,not present,"bilingualism, language, cognition, perception, infancy, development","*Bilingualism

*Cognitive Ability

*Infant Development

*Perceptual Development

*Visual Attention

Language Development",6mo,idk,,one time,27,999,3,8,8,8,11,16,16,11,17,38.64%,﻿Tobii T60 XL eye- tracker. Eye movements were recorded at approximately 60 Hz with 0.5–1◦ spatial accuracy,eye tracking,online,dwell time and fixation number,lab,idk,idk,5.91,0.37,yes,yes,99-100,10%-40%,"For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with ≤ 10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",y,exposure,"﻿For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with >10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",90,10,no,Language background questionnaire,yes,exposure,"﻿The questionnaire asked parents to specify, for each person with whom the infant regularly interacted, the following information: the languages used with the infant, fluency levels in those languages, and the amount of time spent with the infant per week.",idk,4,1B,no,"﻿all infants exhibiting a greater proportion of dwell time directed at ID than AD faces. When looking at dwelling time, no significant differences were found between both language groups",no differences,999,idk,no,"Schonberg, Christina: ccs185@g.ucla.edu","Schonberg, C., Sandhofer, C. M., Tsang, T., & Johnson, S. P. (2014). Does bilingual experience affect early visual perceptual development? Frontiers in Psychology, 5, 1–11. https://doi.org/10.3389/fpsyg.2014.01429"
102,"Schonberg, Christina

Sandhofer, Catherine M

Tsang, Tawny

Johnson, Scott P",2014,Does bilingual experience affect early visual perceptual development? [References].,visual perception,idk,not present,"bilingualism, language, cognition, perception, infancy, development","*Bilingualism

*Cognitive Ability

*Infant Development

*Perceptual Development

*Visual Attention

Language Development",6mo,idk,,one time,13,999,6,2,3,2,9,4,5,8,19,59.38%,﻿A Tobii 1750 eye tracker was used to record eye movements at 60 Hz with an approximate spatial accuracy of 0.5–1◦,eye tracking,online,"﻿number of unique object locations (areas of inter- est, or AOIs) to which fixations were made",lab,idk,idk,5.88,0.33,yes,yes,not present,20%-50%,"For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with ≤ 10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",y,exposure,"﻿For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with >10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",90,10,no,Language background questionnaire,yes,exposure,"﻿The questionnaire asked parents to specify, for each person with whom the infant regularly interacted, the following information: the languages used with the infant, fluency levels in those languages, and the amount of time spent with the infant per week.",idk,4,2,no,"﻿results also show no difference in where monolingual and bilingual infants look when
processing visual stimuli that contain both social and non-social information.",no differences,999,idk,no,"Schonberg, Christina: ccs185@g.ucla.edu","Schonberg, C., Sandhofer, C. M., Tsang, T., & Johnson, S. P. (2014). Does bilingual experience affect early visual perceptual development? Frontiers in Psychology, 5, 1–11. https://doi.org/10.3389/fpsyg.2014.01429"
102,"Schonberg, Christina

Sandhofer, Catherine M

Tsang, Tawny

Johnson, Scott P",2014,Does bilingual experience affect early visual perceptual development? [References].,visual perception,idk,not present,"bilingualism, language, cognition, perception, infancy, development","*Bilingualism

*Cognitive Ability

*Infant Development

*Perceptual Development

*Visual Attention

Language Development",3mo-15mo,idk,,one time,41,999,13,9,14,5,27,14,19,22,29,41.43%,﻿SR EyeLink 1000 eye tracker. Eye movements were recorded at 500 Hz with an approx- imate spatial accuracy of 0.5–1◦.,eye tracking,online,﻿saccade amplitude (size) and frequency,lab,idk,idk,8.29,3.53,yes,yes,95-100,20%-50%,"For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with ≤ 10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",y,exposure,"﻿For parents who answered our questionnaire, we used the percentages given in question three to make classifications. Infants with >10% expo- sure to a second language (L2) were classified as monolingual; ﻿For parents who did not answer the questionnaire, we used the # of languages reported in our database (1 = monolingual, >1=bilingual)",90,10,no,Language background questionnaire,yes,exposure,"﻿The questionnaire asked parents to specify, for each person with whom the infant regularly interacted, the following information: the languages used with the infant, fluency levels in those languages, and the amount of time spent with the infant per week.",idk,4,3,no,no differences,﻿bilingual and monolingual infants have similar saccade amplitude (size) and frequency .,999,idk,no,"Schonberg, Christina: ccs185@g.ucla.edu","Schonberg, C., Sandhofer, C. M., Tsang, T., & Johnson, S. P. (2014). Does bilingual experience affect early visual perceptual development? Frontiers in Psychology, 5, 1–11. https://doi.org/10.3389/fpsyg.2014.01429"
103,"Fort, Mathilde

Ayneto-Gimeno, Alba

Escrichs, Anira

Sebastian-Galles, Nuria",2017,Impact of bilingualism on infants' ability to learn from talking and nontalking faces.,face perception,"Barcelona, Spain",present,"audiovisual, learning, attention, early language acquisition, infancy, bilingualism, talking faces",0,15mo,Catalan-SPN,,one time,80,999,20,20,20,20,40,40,40,40,39,32.77%,"﻿Tobii TX300 stand-alone eye tracker (Tobii Technology AB, Danderyd, Sweden) at a sampling rate of 300 Hz.",eye tracking,online,﻿proportion of total looking time (PTLT),lab,"monolingual=429 days, bilingual=438 days","monolingual=481 days, bilingual=  480 days","monolingual= 459 days, bilingual= 458 days",idk,no,no,999,999,Monolingual infants were exposed to Catalan or Spanish at least 85% of the time.,y,exposure,not present,85,idk,yes,"Language Exposure Questionnaire (Bosch & Sebastián-Gallés, 2001)",yes,exposure,999,idk,4,1,kinda,"Compared to the LP condition, 15Mono in the EB condition could disengage from the mouth of the speaker to anticipate the occurrence of the Nonspeech movement in her eyes region. ","However, same-age bilinguals (15B) did not show the same pattern of results. Further statistical comparisons showed that 15M and 15B only differed for the last 50% of the Speech event in the EB condition (critical condition) but not in the LP condition (control condition)",999,idk,no,"Fort, Mathilde: mathilde.fort@upf.edu","Fort, M., Ayneto-Gimeno, A., Escrichs, A., & Sebastian-Galles, N. (2018). Impact of Bilingualism on Infants’ Ability to Learn From Talking and Nontalking Faces. Language Learning, 68, 31–57. https://doi.org/10.1111/lang.12273"
103,"Fort, Mathilde

Ayneto-Gimeno, Alba

Escrichs, Anira

Sebastian-Galles, Nuria",2017,Impact of bilingualism on infants' ability to learn from talking and nontalking faces.,face perception,"Barcelona, Spain",present,"audiovisual, learning, attention, early language acquisition, infancy, bilingualism, talking faces",0,18mo,Catalan-SPN,,one time,20,999,10,10,0,0,10,10,0,20,4,16.67%,"﻿Tobii TX300 stand-alone eye tracker (Tobii Technology AB, Danderyd, Sweden) at a sampling rate of 300 Hz.",eye tracking,online,﻿proportion of total looking time (PTLT),lab,531,555,545,idk,no,no,999,999,999,999,999,not present,85,idk,yes,"Language Exposure Questionnaire (Bosch & Sebastián-Gallés, 2001)",yes,exposure,999,idk,4,2,999,999,"﻿during the last 50% ofthe Speech event, 18B’s preference for the mouth ofthe speaker linearly decreased from trials 1 to 19. ﻿At 18 months, bilinguals could anticipate the EB movement in a similar way as 15-month-old monolinguals",999,idk,no,"Fort, Mathilde: mathilde.fort@upf.edu","Fort, M., Ayneto-Gimeno, A., Escrichs, A., & Sebastian-Galles, N. (2018). Impact of Bilingualism on Infants’ Ability to Learn From Talking and Nontalking Faces. Language Learning, 68, 31–57. https://doi.org/10.1111/lang.12273"
104,"Oller, D. Kimbrough

Eilers, Rebecca E

Urbano, Richard

Cobo-Lewis, Alan B",1997,Development of precursors to speech in infants exposed to two languages.,speech development,idk,not present,"early bilingual experience, development of canonical babbling & vocalizations, bilingual vs monolingual 4 mo-1 yr olds","*Bilingualism

*Early Experience

*Infant Development

*Infant Vocalization

*Speech Development

Child Language

Humans

Infant

Infant, Newborn

Language Development

Longitudinal Studies

Multilingualism

Spain

Speech Perception",4mo-18mo,ENG-X,,mixed,52,14 extra monolinguals and 7 preterm who were preterm were also included,idk,idk,idk,idk,idk,idk,30,22,idk,idk,999,vocalization,offline,vocalization counts,lab,4mo,18mo,idk,idk,yes,no,999,999,The monolingual infants were reared in homes where both parents as well as all siblings and other caretakers spoke the same language natively (in almost every case that language was English).,y,caregivers status,﻿bilingual infants were reared in homes where there was substantial exposure to both English and Spanish due to the fact that among the consistently present caretakers one or more were native speakers of English and one or more were native speakers of Spanish.,none,none,idk,no specified,yes,caregivers status,999,curr,4,1,no,﻿There was no tendency for bilingual infants to trail their monolingual counterparts in key indicators of prelinguistic phonological performance. At the same time there was no reliable tendency for the bilinguals to show accelerated development.,999,999,idk,no,0,"Kimbrough, O. D., Eilers, R. E., Urbano, R., & Cobo-Lewis, A. B. (1997). Development of precursors to speech in infants exposed to two languages. Journal of Child Language, 24(2), 407–425. https://doi.org/10.1017/s0305000997003097"
105,"Pearson, Barbara Z

Fernandez, Sylvia C

Lewedeg, Vanessa

Oller, Kimbrough",1997,The relation of input factors to lexical learning by bilingual infants.,vocabulary development,"Miami, Florida, U.S.",present,"quantity of language input factors, lexical learning, bilingual 8-30 mo olds","*Bilingualism

*Foreign Language Learning

*Language Development

*Lexical Access

*Vocabulary",4mo-30mo,ENG-SPN,,mixed,25,999,14,11,0,0,14,11,0,25,,0.00%,999,vocab (CDI),999,Total words,lab,4mo,30mo,idk,idk,yes,no,999,999,999,999,999,﻿being reared in English-Spanish bilingual homes,999,none,idk,Language background questionnaire,no,caregivers status,999,cum,idk,1,999,999,"﻿We have shown there to be a substantial relation between the quantity of input in a given language and the amount of vocabulary learning in that language during the second year of life.  The number of words learned in each language is, to a large extent, proportional to the amount of time spent with speakers of the language.",999,idk,no,0,"Pearson, B. Z., Fernandez, S. C., Lewedeg, V., & Oller, D. K. (1997). The relation of input factors to lexical learning by bilingual infants. Applied Psycholinguistics, 18(1), 41–58. https://doi.org/10.1017/s0142716400009863"
106,"Pearson, Barbara Zurer

Fernandez, Sylvia

Oller, D. K",1995,Cross-language synonyms in the lexicons of bilingual infants: One language or two?,vocabulary development,idk,not present,"rejection of cross language synonyms in earliest lexicons, bilingual children observed between 8-30 mo of age","*Bilingualism

*Language Development

*Synonyms

Longitudinal Studies

Vocabulary

Child Language

Child, Preschool

Humans

Infant

Infant, Newborn

Language

Language Development

Longitudinal Studies

Verbal Learning

Vocabulary",8mo-30mo,ENG-SPN,,mixed,27,999,14,13,0,0,14,13,0,27,,0.00%,999,vocab (CDI),999,Total Translation Equivalents,lab,8mo,30mo,idk,idk,yes,no,999,999,999,999,999,﻿being reared in English-Spanish bilingual homes,999,none,idk,Language background questionnaire,no,caregivers status,999,cum,idk,1,999,999,Translation Equivalents were reported for all children but one with an average of 30% of all words coded in the two languages both at early stages (between 2-12words) and ater (up to 500 words),999,idk,no,0,"Pearson, B. Z., Fernandez, S., & Oller, D. K. (1995). Cross-language synonyms in the lexicons of bilingual infants: One language or two? Journal of Child Language, 22(2), 345–368. https://doi.org/10.1017/S030500090000982X"
107,"Pearson, Barbara Zurer

Fernandez, Sylvia C

Oller, D. Kimbrough",1993,Lexical development in bilingual infants and toddlers: Comparison to monolingual norms. [References].,vocabulary development,idk,not present,"lexical development, bilingualism, infants, toddlers, monolingual norms, receptive vocabulary, productive vocabulary","*Bilingualism

*Language Development

*Lexical Access

*Monolingualism

*Vocabulary

Early Childhood Development",8mo-30mo,ENG-SPN,,mixed,60,999,16,9,21,14,37,23,35,25,,0.00%,999,vocab (CDI),999,Total words,lab,8mo,30mo,idk,idk,yes,no,999,999,reared in monolingual homes,y,caregivers status,﻿being reared in English-Spanish bilingual homes,none,none,idk,Language background questionnaire,no,caregivers status,999,cum,idk,1,no,999,"Bilingual children's ability to unerstand two languages may be comparable in each language to monolingual children's. Bilingual children productive wprd capabilities seemed more evenly split between the two languages and although the two individual languages showed fewer words than in the monolingual children, measures of the bilingual children's production in the two languages together indicated comparable vocabularies for bilingual and monolingual children.",999,idk,no,0,"Pearson, B. Z., Fernández, S. C., & Oller, D. K. (1993). Lexical Development in Bilingual Infants and Toddlers: Comparison to Monolingual Norms. Language Learning, 43(1), 93–120. https://doi.org/10.1111/j.1467-1770.1993.tb00174.x"
108,"Cattani, Allegra

Abbot-Smith, Kirsten

Farag, Rafalla

Krott, Andrea

Arreckx, Frederique

Dennis, Ian

Floccia, Caroline",2014,How much exposure to english is necessary for a bilingual toddler to perform like a monolingual peer in language tests? [References].,vocabulary development,"East Kent & Birmingham, United Kingdom",present,"bilingualism, lexicon, language delay and assessment","*Bilingualism

*English as Second Language

*Language Development

*Monolingualism

*Peers

Acculturation

Child, Preschool

Female

Great Britain

Humans

Language Development

Language Tests

Language Therapy

Male

Multilingualism

Peer Group

Reference Values

Social Environment

Speech Perception",28mo-32mo,ENG-X,,one time,71,999,18,17,15,21,33,38,36,35,15,17.44%,999,"PLS 4 auditory,BPVSIII, SETK-2, CDI",999,"scores in PLS 4 auditory,BPVSIII, SETK-2, CDI",home,28,32,"mono = 30.47, bilingual= 30.21","mono = 1.2, bilingual= 1.2",no,yes,idk,5-98% English,Children exposed to only English,y,exposure,Children exposed to not only English. Excluded if ﻿their parents rated them as having nearly 100% input in one language.,idk,idk,no,own questionnaire,yes,exposure,more details in appendix. Exposure in the past year only,curr,2,1,yes,monolinguals scored higher than bilinguals in all tasks,999,"﻿children’s achievement in English was not influenced by general factors such as gender, birth order or educational and occupational scores. Rather, the extent ofEnglish language mastery was strongly pre- dicted by the amount ofexposure to English after the de- mographic variables were accounted for. Although there is a general consensus that it is usually invalid to com- pare bilingual children with monolingual norms, this study clearly showed that at and above 60% ofexposure to English, bilingual children are comparable with their monolingual peers and can be assessed using the mono- lingual norms so that a child with language disorder can be identified. For",idk,no but they shared data from whole sample,"Cattani, Allegra: a.cattani@plymouth.ac.uk","Cattani, A., Abbot-Smith, K., Farag, R., Krott, A., Arreckx, F., Dennis, I., & Floccia, C. (2014). How much exposure to English is necessary for a bilingual toddler to perform like a monolingual peer in language tests? International Journal of Language and Communication Disorders, 49(6), 649–671. https://doi.org/10.1111/1460-6984.12082"
109,"Cote, Linda R

Bornstein, Marc H",2014,Productive vocabulary among three groups of bilingual American children: Comparison and prediction. [References].,vocabulary development,"Buenos Aires, Argentina; Seoul, South Korea, United States",present,"Bilingual, development, English, immigrant, Japanese, Korean, language, Spanish, toddlers, vocabulary","*Bilingualism

*Childhood Development

*Language Development

*Prediction

Linguistics

Vocabulary

Latinos/Latinas",20mo,ENG-X,,one time,230,999,47,43,80,60,127,103,140,90,idk,idk,999,﻿Early Language Inventory and cdi,999,﻿Early Language Inventory and cdi,idk,idk,idk,"monolinguals: argentine = 20.6mo, South Korean= 20.43, European American= 20.03; bilinguals: latino = 20.39, Japanese = 20.06, Korean = 20.47","monolinguals: argentine = .36mo, South Korean= .72, European American= .14; bilinguals: latino = .67, Japanese = .5mo, Korean = .52",yes,no,999,999,Parents said that their child was not growing up bilingual but learning the dominant language of their community,y,caregivers status,"﻿children were simultaneously learning two languages from birth, meaning that children’s exposure to their less-frequently-heard language constituted at least 10% of their total linguistic input based on caregiver report",100,10,999,single question,no,exposure,999,curr,4,1,yes,"﻿no significant dif- ferences in total vocabulary size between (socioeconomically-comparable) bilingual and monolingual children emerged in two of our samples (Japanese American, Korean American)",﻿Bilingual children’s vocabulary sizes were uniformly smaller than their monolingual peers in both the culture of destination and the culture of origin when each language was considered separately.,﻿bilingual Latino children had smaller total vocabularies than their monolingual peers (both Argentine and European American children),idk,no,"Cote, Linda R.: linda.cote-reilly@marymount.edu","Cote, L. R., & Bornstein, M. H. (2014). Productive vocabulary among three groups of bilingual American children: Comparison and prediction. First Language, 34(6), 467–485. https://doi.org/10.1177/0142723714560178"
110,"Patterson, Janet L",2002,Relationships of expressive vocabulary to frequency of reading and television experience among bilingual toddlers. [References].,vocabulary development,"Albuquerque, New Mexico, United States",present,"expressive vocabulary size, watching television frequency, reading frequency, bilingual language acquisition, English & Spanish bilingual children","*Bilingualism

*Language Development

*Reading

*Television Viewing

*Vocabulary

Childhood Development",21mo-27mo,ENG-SPN,,one time,64,subset sample from a larger one (114kids),32,32,0,0,32,32,0,64,0,0.00%,999,﻿Spanish– English Vocabulary Checklist,999,# of words,idk,21,27,23.7,idk,yes,no,999,999,999,999,999,"﻿English and Spanish were spoken in each child’s home, and the children were spoken to in each language a minimum of 25% of the time, based on parental report.",999,25,999,single question,no,exposure,Parents were asked to estimate the overall percentage of time their child was spoken to in each language.,curr,2,1,999,999,"﻿The frequency of being read to in each language was related positively with expressive vocabulary size in the same language, and the relationships were significant even when taking the children’s age and overall exposure to each language into account. The frequency of watching television was not related significantly to vocabulary size in either language.
The",999,idk,no,"Patterson, Janet L.: jpatters@unm.edu","Patterson, J. L. (2002). Relationships of expressive vocabulary to frequency of reading and television experience among bilingual toddlers. Applied Psycholinguistics, 23(4), 493–508. https://doi.org/10.1017/S0142716402004010"
111,"Byers-Heinlein, Krista

Morin-Lessard, Elizabeth

Lew-Williams, Casey",2017,Bilingual infants control their languages as they listen. [References].,code Switching,"Montréal, Canada",present,"bilingualism, infancy, code switching, language control, language processing","*Bilingualism

*Comprehension

*Infant Development

*Language Development

Language",20mo,ENG-FRN,,one time (divided in two visits),24,999,13,11,0,0,13,11,0,24,13,35.14%,"﻿Tobii T60-XL eye tracker, which gathered eye-gaze and pupil size data at a rate of 60 Hz",eye tracking,online,﻿Proportion of looking-time data,lab,19:03,21:16,20:15,idk,yes,yes,999,26%-50%,999,999,999,"﻿they were exposed to both English and French regularly from birth, heard each language 25–75% of the time, and had no systematic exposure to a third language.",999,25,999,own questionnaire,idk,exposure,999,cum,4,1,999,999,infants looked to the target object significantly more during same- language than switched-language trials,"﻿In the dominant language block (L1–L2 switch), pupil size was significantly larger (P < 0.05) during switched-language trials than during same-language trials from 1,000 to 2,000 ms after noun onset. Infants did not show significant pupil dilation in the nondominant language block.",idk,no,"Byers-Heinlein, Krista: k.byers@concordia.ca","Byers-Heinlein, K., Morin-Lessard, E., & Lew-Williams, C. (2017). Bilingual infants control their languages as they listen. Proceedings of the National Academy of Sciences of the United States of America, 114(34), 9032–9037. https://doi.org/10.1073/pnas.1703220114"
111,"Byers-Heinlein, Krista

Morin-Lessard, Elizabeth

Lew-Williams, Casey",2017,Bilingual infants control their languages as they listen. [References].,code Switching,"Montréal, Canada",present,"bilingualism, infancy, code switching, language control, language processing","*Bilingualism

*Comprehension

*Infant Development

*Language Development

Language",20mo,ENG-FRN,,one time (divided in two visits),24,it also had 24 bilingual adults,12,12,0,0,12,12,0,24,15,38.46%,"﻿Tobii T60-XL eye tracker, which gathered eye-gaze and pupil size data at a rate of 60 Hz",eye tracking,online,﻿Proportion of looking-time data,lab,19:25,21:06,20:15,idk,yes,yes,999,27%-50%,999,999,999,"they were exposed to both English and French regularly from birth, heard each language 25–75% of the time, and had no systematic exposure to a third language.",999,25,999,own questionnaire,idk,exposure,999,cum,4,3,999,999,"﻿served to the same degree in Exp. 3. There was no evidence for different performance on same- and switched-language trials using eye-tracking measures of infants’ or adults’ looking, or on measures of infants’ pupil size.",999,idk,no,"Byers-Heinlein, Krista: k.byers@concordia.ca","Byers-Heinlein, K., Morin-Lessard, E., & Lew-Williams, C. (2017). Bilingual infants control their languages as they listen. Proceedings of the National Academy of Sciences of the United States of America, 114(34), 9032–9037. https://doi.org/10.1073/pnas.1703220114"
112,"Goh, Shaun K. Y

Tham, Elaine K. H

Magiati, Iliana

Sim, Litwee

Sanmugam, Shamini

Qiu, Anqi

Daniel, Mary L

Broekman, Birit F. P

Rifkin-Graboi, Anne",2017,Analysis of item-level bias in the Bayley-III language subscales: The validity and utility of standardized language assessment in a multilingual setting. [References].,vocabulary development,"Singapore, Singapore",present,"language assessment, multilingualism, language scales, psychometrics, test validity","*Cultural Sensitivity

*Language Development

*Multilingualism

*Test Bias

*Test Validity

Psychometrics

Standardized Tests

Test Construction

Test Items",24mo,ENG-X,,one time,459,break down does not match,idk,idk,idk,idk,239,216,131,169,55,10.70%,999,﻿(BSID-III; Child Behavioral Checklist [CBCL],999,Receptive and Expressive vocabulary,idk,idk,idk,24:05:00,0.56,yes,no,not present,not present,Classified as monolingual if exposure to a single language ≥ 80%.,y,exposure,﻿Classified as bilingual if exposure to a single language is < 80%. Subclassifications were also given,80,20,999,single question,yes,exposure,"""Consider your baby’s whole life, up till the time that he/ she was 24 months. When you, your spouse, and everybody else in your baby’s life talked to him/her, what percentage of each language was spoken to him/her?”",cum,2,1,no,"﻿Overall, we did not find a difference in language
ability at the test level between monolingual and bilingual children. ","Thus, from this work we cannot conclude that bilingualism positively influences language abilities, at this stage of development. However, we did observe relations between bilingualism and test items. These findings further current concerns of cultural or distributed language bias and suggest the need to consider language-related systems (e.g., cognitive inhibition) and the type of language task (e.g., nonlabeling) in bilingual language assessment, which are new lines of enquiry that have yet to be examined in the literature",999,idk,no,"Rifkin-Graboi, Anne: anne_rifkin@sics.a-star.edu.sg","Goh, S. K. Y., Tham, E. K. H., Magiati, I., Litwee, S., Sanmugam, S., Qiu, A., … Rifkin-Graboi, A. (2017). Analysis of Item-Level Bias in the Bayley-III Language Subscales: The Validity and Utility of Standardized Language Assessment in a Multilingual Setting Shaun. Journal of Speech, Language & Hearing Research, 60(September), 1–9."
113,"Gatt, Daniela",2017,Bilingual vocabulary production in young children receiving Maltese-dominant exposure: Individual differences and the influence of demographic and language exposure factors. [References].,vocabulary development,Malta,present,"Bilingual vocabulary production, CDI, parental report, variability, maternal education, language exposure","*Bilingualism

*Childhood Development

*Demographic Characteristics

*Individual Differences

*Vocabulary

Education

Language Development",24mo-27mo,ENG-Maltese,,cross,33,There is group of older children above 30mo,16,17,0,0,16,17,0,33,idk,idk,999,CDI ENG and Maltese,999,Word production,mail,23,27,25.3,0.98,yes,no,999,999,999,999,999,Maltese-dominant home language exposure criterion in their information letters and were required to confirm this by ticking the relevant statement on the consent form they signed.,999,none,999,Questionnaire for Parents of Bilingual Children: Infants and Toddlers Version (PaBiQ-IT),yes,caregivers status,999,cum,4,1,999,999,"﻿Proportionally adjusted single-language scores showed 61.54% of children to use fewer Maltese words than expected. Maternal education level emerged as a significant predictor of Total Vocabulary and Maltese word scores, but explained very little of the variance for each. Frequency of English language exposure in main caregiver input and age group emerged as factors explaining 30.5% of the variance in English vocabulary scores. Maternal education level and frequency of English exposure may therefore act as protective factors in the vocabulary development of children receiving Maltese-dominant exposure.",999,idk,no,"Gatt, Daniela: daniela.gatt@um.edu.mt","Gatt, D. (2017). Bilingual vocabulary production in young children receiving Maltese-dominant exposure: individual differences and the influence of demographic and language exposure factors. International Journal of Bilingual Education and Bilingualism, 20(2), 163–182. https://doi.org/10.1080/13670050.2016.1179255"
114,"DeAnda, Stephanie

Bosch, Laura

Poulin-Dubois, Diane

Zesiger, Pascal

Friend, Margaret",2016,The language exposure assessment tool: Quantifying language exposure in infants and children. [References].,vocabulary development,"Montréal, Canada & San Diego, California",present,"Language Exposure Assessment Tool, test development, test validity, test reliability, psychometrics, test utility, infants & children","*Developmental Measures

*Language Development

*Psychometrics

*Test Construction

*Test Validity

Childhood Development

Infant Development

Test Reliability",17mo,ENG-FRN & ENG-SPN,,one time,98,999,57,41,0,0,57,41,0,98,3,2.97%,999,"MCDI, CCT",999,Vocabulary size,lab,14:22,19:24,17:14mo,1.01,yes,yes,999,50-79%,999,999,999,"﻿we selected participants with no more than 80% exposure to one of the input languages, so that exposure to the other language was at least 20%.",999,20,999,"The Language Exposure Assessment Tool (DeAnda, Bosch, Poulin- Dubois, Zesiger, & Friend, 2016)",yes,exposure,999,cum,2,1,999,999,"﻿The link between exposure and lan- guage proficiency also held in the present study because language exposure estimated on the LEAT converged with measures of vocabulary size across French, English, and Spanish in young children, indicating strong criterion valid- ity. Indeed, in the current sample of children, exposure to two languages was relatively balanced on average, and this balance was reflected in children’s vocabulary sizes as a group.","Across both mea- sures of vocabulary, the calculation of relative language exposure based on detailed questioning explained significant additional variance above the overall parent estimate, age, and maternal education. Thus the comprehensive calculation generated by the LEAT based on detailed parent report provides a more robust and reliable measure of language exposure than the overall parent estimate.",idk,no,"DeAnda, Stephanie: sdeanda21@gmail.com","DeAnda, S., Bosch, L., Poulin-Dubois, D., Zesiger, P., & Friend, M. (2016). The Language Exposure Assessment Tool: Quantifying Language Exposure in Infants and Children. Journal of Speech, Language & Hearing Research, 59(6), 1-1346–1356. https://doi.org/10.1044/2016"
